ID	x	y
A_GutCatV1_c1595_19_GutGetoPosi	0.17189217	-5.820904
A_GutCatV1_c1595_1_GutGetoPosi	0.1678648	-5.77135
A_GutCatV1_c1595_1_GutProdPosi	10.522455	4.0967674
A_GutCatV1_c1595_20_GutGetoPosi	1.2101498	-2.5987873
A_GutCatV1_c1595_21_GutGetoPosi	0.8176336	-4.3205223
A_GutCatV1_c1595_23_GutGetoPosi	-0.08773041	-4.1563263
A_GutCatV1_c1595_24_GutGetoPosi	0.79011345	-4.591051
A_GutCatV1_c1595_26_GutGetoPosi	-0.78703976	-2.7271576
A_GutCatV1_c1595_28_GutGetoPosi	-0.47662544	0.5604696
A_GutCatV1_c1595_29_GutGetoPosi	0.565958	-4.108226
A_GutCatV1_c1595_2_GutGetoPosi	-0.37438774	-3.421482
A_GutCatV1_c1595_2_GutProdPosi	1.0412216	0.28710365
A_GutCatV1_c1595_31_GutGetoPosi	0.17417336	-4.663616
A_GutCatV1_c1595_32_GutGetoNega	-2.5863857	-6.1645117
A_GutCatV1_c1595_33_GutGetoNega	-1.4094915	-7.635004
A_GutCatV1_c1595_34_GutGetoNega	-4.0634584	-1.2286243
A_GutCatV1_c1595_35_GutGetoNega	-5.913206	-6.8421555
A_GutCatV1_c1595_36_GutGetoNega	-4.411419	-4.5392113
A_GutCatV1_c1595_37_GutGetoNega	-2.664794	-3.292698
A_GutCatV1_c1595_38_GutGetoNega	-4.6732807	-6.191744
A_GutCatV1_c1595_39_GutGetoNega	-2.2927227	-8.829319
A_GutCatV1_c1595_3_GutGetoPosi	2.8124027	-3.8100529
A_GutCatV1_c1595_3_GutProdPosi	4.195136	14.736706
A_GutCatV1_c1595_40_GutGetoNega	-3.5315056	-6.556202
A_GutCatV1_c1595_41_GutGetoNega	-4.8167515	-6.9729958
A_GutCatV1_c1595_42_GutGetoNega	-3.8169956	-6.741291
A_GutCatV1_c1595_43_GutGetoNega	-1.171895	-9.751446
A_GutCatV1_c1595_44_GutGetoNega	-3.7715063	-6.8186417
A_GutCatV1_c1595_45_GutGetoNega	-3.4775925	-6.416852
A_GutCatV1_c1595_46_GutGetoNega	-3.314001	-4.2865257
A_GutCatV1_c1595_47_GutGetoNega	-1.985404	-6.3083525
A_GutCatV1_c1595_48_GutGetoNega	-6.4126625	-6.5780735
A_GutCatV1_c1595_49_GutGetoNega	-2.1816196	-10.481951
A_GutCatV1_c1595_4_GutGetoPosi	0.28969765	-6.4621887
A_GutCatV1_c1595_4_GutProdPosi	-12.698025	10.148756
A_GutCatV1_c1595_50_GutGetoNega	-1.144825	-1.4802647
A_GutCatV1_c1595_51_GutGetoNega	-6.1759253	-7.478322
A_GutCatV1_c1595_52_GutGetoNega	-2.6617165	-6.648426
A_GutCatV1_c1595_53_GutGetoNega	-5.3657494	-6.852022
A_GutCatV1_c1595_54_GutGetoNega	-6.859707	-6.352642
A_GutCatV1_c1595_55_GutGetoNega	-5.9986706	-6.9953127
A_GutCatV1_c1595_56_GutGetoNega	-2.3955946	-8.202337
A_GutCatV1_c1595_57_GutGetoNega	-1.6666584	-7.6845455
A_GutCatV1_c1595_58_GutGetoNega	-3.8518124	-0.70821095
A_GutCatV1_c1595_59_GutGetoNega	-1.7553692	-8.725155
A_GutCatV1_c1595_5_GutGetoPosi	-0.103616714	-5.8635435
A_GutCatV1_c1595_5_GutProdPosi	-0.115374565	1.0851517
A_GutCatV1_c1595_60_GutGetoNega	-1.5150452	-5.794489
A_GutCatV1_c1595_61_GutGetoNega	-1.5468855	-8.052303
A_GutCatV1_c1595_62_GutGetoNega	-3.26412	0.463974
A_GutCatV1_c1595_63_GutGetoNega	-1.9203701	-8.385636
A_GutCatV1_c1595_64_GutGetoNega	-6.473194	-7.4591827
A_GutCatV1_c1595_65_GutGetoNega	-1.6779127	-9.090729
A_GutCatV1_c1595_66_GutGetoNega	-1.5136147	-6.409359
A_GutCatV1_c1595_67_GutGetoNega	-1.1497612	-9.955362
A_GutCatV1_c1595_68_GutGetoNega	-2.416438	-7.012911
A_GutCatV1_c1595_69_GutGetoNega	-3.4528713	-5.771719
A_GutCatV1_c1595_6_GutGetoPosi	0.80814743	-5.374687
A_GutCatV1_c1595_6_GutProdPosi	-7.0328627	-0.25396824
A_GutCatV1_c1595_70_GutGetoNega	-1.7026253	-9.804848
A_GutCatV1_c1595_71_GutGetoNega	-3.2634144	-3.8239508
A_GutCatV1_c1595_72_GutGetoNega	-1.9820442	-9.661976
A_GutCatV1_c1595_73_GutGetoNega	-2.5657778	-3.970173
A_GutCatV1_c1595_74_GutGetoNega	-3.076046	-0.24406338
A_GutCatV1_c1595_7_GutGetoPosi	0.5737705	-7.1248302
A_GutCatV1_c1595_7_GutProdPosi	0.5256634	0.9353199
A_GutCatV1_c2126_10_GutGetoPosi	-8.784594	-4.3027306
A_GutCatV1_c2126_11_GutGetoPosi	-3.7849598	-3.9693117
A_GutCatV1_c2126_12_GutGetoPosi	-4.1610737	-7.7003584
A_GutCatV1_c2126_13_GutGetoPosi	-8.666033	-6.5693264
A_GutCatV1_c2126_14_GutGetoPosi	-9.047331	-4.6805954
A_GutCatV1_c2126_15_GutGetoPosi	-2.6708574	-6.0035677
A_GutCatV1_c2126_16_GutGetoPosi	-9.271612	-5.97587
A_GutCatV1_c2126_19_GutGetoPosi	-0.68870354	-4.1301985
A_GutCatV1_c2126_1_GutGetoPosi	-5.3080463	-3.8686028
A_GutCatV1_c2126_1_GutProdPosi	11.801752	3.8681831
A_GutCatV1_c2126_20_GutGetoPosi	-2.202303	-4.138275
A_GutCatV1_c2126_22_GutGetoPosi	-2.1912327	-2.5425081
A_GutCatV1_c2126_23_GutGetoPosi	-6.6961975	-1.9195108
A_GutCatV1_c2126_24_GutGetoPosi	-7.396798	-1.5112772
A_GutCatV1_c2126_28_GutGetoPosi	-8.850674	-4.8027315
A_GutCatV1_c2126_29_GutGetoPosi	-8.352966	-5.01795
A_GutCatV1_c2126_2_GutGetoPosi	-3.4138546	-6.872794
A_GutCatV1_c2126_2_GutProdPosi	4.4288883	14.38068
A_GutCatV1_c2126_30_GutGetoPosi	-2.5204144	-8.538719
A_GutCatV1_c2126_32_GutGetoNega	-1.5764799	-8.228394
A_GutCatV1_c2126_33_GutGetoNega	-1.1889572	-6.5913515
A_GutCatV1_c2126_34_GutGetoNega	-4.8234653	2.050043
A_GutCatV1_c2126_35_GutGetoNega	-1.972085	-2.1568995
A_GutCatV1_c2126_36_GutGetoNega	-4.719077	-4.9552345
A_GutCatV1_c2126_37_GutGetoNega	-1.380537	-10.128643
A_GutCatV1_c2126_38_GutGetoNega	-4.328953	-1.4866838
A_GutCatV1_c2126_39_GutGetoNega	-2.3911152	-3.4500713
A_GutCatV1_c2126_3_GutGetoPosi	-7.6767654	-2.005683
A_GutCatV1_c2126_3_GutProdPosi	-2.9514112	-6.334255
A_GutCatV1_c2126_40_GutGetoNega	-3.94001	-3.0844135
A_GutCatV1_c2126_41_GutGetoNega	-1.2619	-7.5576115
A_GutCatV1_c2126_42_GutGetoNega	-1.2971687	-3.145588
A_GutCatV1_c2126_43_GutGetoNega	1.5155334	-3.7888203
A_GutCatV1_c2126_44_GutGetoNega	-0.024711609	-3.5044641
A_GutCatV1_c2126_45_GutGetoNega	-4.9293976	0.25624847
A_GutCatV1_c2126_46_GutGetoNega	-4.5206833	-1.44034
A_GutCatV1_c2126_47_GutGetoNega	-2.3978195	-3.3586044
A_GutCatV1_c2126_48_GutGetoNega	-0.6215458	-2.744648
A_GutCatV1_c2126_49_GutGetoNega	-2.9291668	-3.6278105
A_GutCatV1_c2126_4_GutGetoPosi	-8.15303	-5.257374
A_GutCatV1_c2126_4_GutProdPosi	-6.880747	-1.4520464
A_GutCatV1_c2126_50_GutGetoNega	-4.4463425	-1.8544941
A_GutCatV1_c2126_51_GutGetoNega	-2.1216679	-6.5642986
A_GutCatV1_c2126_52_GutGetoNega	-5.022608	0.3549614
A_GutCatV1_c2126_53_GutGetoNega	-4.8312836	-2.472105
A_GutCatV1_c2126_54_GutGetoNega	-0.92028236	-8.221849
A_GutCatV1_c2126_55_GutGetoNega	-3.9081059	0.52934647
A_GutCatV1_c2126_5_GutGetoPosi	-8.126045	-5.0595284
A_GutCatV1_c2126_5_GutProdPosi	-12.697197	10.270075
A_GutCatV1_c2126_6_GutGetoPosi	-6.453825	-4.941887
A_GutCatV1_c2126_6_GutProdPosi	0.34116364	-2.410059
A_GutCatV1_c2126_7_GutGetoPosi	-6.197219	-2.6879196
A_GutCatV1_c2126_7_GutProdPosi	-2.827713	5.7457314
A_GutCatV1_c2126_8_GutGetoPosi	-6.2193403	-4.9500217
A_GutCatV1_c2126_8_GutProdPosi	-10.894087	10.367678
A_GutCatV1_c2805_10_GutGetoPosi	0.3744316	-2.8771133
A_GutCatV1_c2805_12_GutGetoPosi	-1.2612648	-1.2629404
A_GutCatV1_c2805_13_GutGetoPosi	1.8821182	-2.3565998
A_GutCatV1_c2805_15_GutGetoPosi	-0.34823513	-3.7758589
A_GutCatV1_c2805_17_GutGetoPosi	-1.8965378	-2.4892778
A_GutCatV1_c2805_1_GutGetoPosi	1.3612843	-3.0110207
A_GutCatV1_c2805_1_GutProdPosi	10.454403	4.2290316
A_GutCatV1_c2805_20_GutGetoPosi	-7.086092	-0.6572037
A_GutCatV1_c2805_21_GutGetoNega	-4.6038647	-5.4941263
A_GutCatV1_c2805_22_GutGetoNega	-3.8477592	-5.9327297
A_GutCatV1_c2805_23_GutGetoNega	-4.7562523	-5.110733
A_GutCatV1_c2805_24_GutGetoNega	-1.06427	-4.003558
A_GutCatV1_c2805_25_GutGetoNega	-3.5537262	-4.8573027
A_GutCatV1_c2805_26_GutGetoNega	-5.1929045	-6.381954
A_GutCatV1_c2805_27_GutGetoNega	-4.848485	-5.7801113
A_GutCatV1_c2805_28_GutGetoNega	-2.6502953	-8.086943
A_GutCatV1_c2805_29_GutGetoNega	-4.628414	-6.1546555
A_GutCatV1_c2805_2_GutGetoPosi	-0.85390663	-5.6835747
A_GutCatV1_c2805_2_GutProdPosi	0.8628063	0.61732864
A_GutCatV1_c2805_30_GutGetoNega	-5.137081	-7.31485
A_GutCatV1_c2805_31_GutGetoNega	-4.279868	-6.2065334
A_GutCatV1_c2805_32_GutGetoNega	-5.523452	-4.912369
A_GutCatV1_c2805_33_GutGetoNega	-4.304022	-5.484144
A_GutCatV1_c2805_34_GutGetoNega	-4.20195	-6.4278984
A_GutCatV1_c2805_35_GutGetoNega	-4.2229204	-4.4715557
A_GutCatV1_c2805_36_GutGetoNega	-1.7370338	-8.638638
A_GutCatV1_c2805_37_GutGetoNega	-2.084652	-10.560801
A_GutCatV1_c2805_38_GutGetoNega	-6.837612	-7.081686
A_GutCatV1_c2805_39_GutGetoNega	-4.6298637	-7.47941
A_GutCatV1_c2805_3_GutGetoPosi	0.38736153	-4.943795
A_GutCatV1_c2805_3_GutProdPosi	3.835225	14.984795
A_GutCatV1_c2805_40_GutGetoNega	-2.6345177	-6.935033
A_GutCatV1_c2805_41_GutGetoNega	-2.3920612	-10.072863
A_GutCatV1_c2805_42_GutGetoNega	-5.8303356	-7.2398567
A_GutCatV1_c2805_43_GutGetoNega	-5.2658796	-7.0865173
A_GutCatV1_c2805_44_GutGetoNega	-1.7772541	-9.467674
A_GutCatV1_c2805_45_GutGetoNega	-2.8751125	-3.544302
A_GutCatV1_c2805_46_GutGetoNega	-5.5916357	-6.7262754
A_GutCatV1_c2805_47_GutGetoNega	-2.7619228	-6.5015926
A_GutCatV1_c2805_48_GutGetoNega	-6.325923	-5.7087975
A_GutCatV1_c2805_49_GutGetoNega	-4.7285175	-7.808563
A_GutCatV1_c2805_4_GutGetoPosi	-0.10473251	-4.7076635
A_GutCatV1_c2805_4_GutProdPosi	-12.558519	9.895276
A_GutCatV1_c2805_50_GutGetoNega	-6.8143997	-6.21546
A_GutCatV1_c2805_51_GutGetoNega	-2.5668669	-9.848814
A_GutCatV1_c2805_52_GutGetoNega	-5.0246277	-4.7156487
A_GutCatV1_c2805_53_GutGetoNega	-3.9616947	-6.1902046
A_GutCatV1_c2805_54_GutGetoNega	-2.727828	-6.978712
A_GutCatV1_c2805_55_GutGetoNega	-1.688343	-7.634638
A_GutCatV1_c2805_56_GutGetoNega	-2.719101	-4.774681
A_GutCatV1_c2805_57_GutGetoNega	-3.8888016	-6.7376194
A_GutCatV1_c2805_58_GutGetoNega	-7.1865387	-7.706382
A_GutCatV1_c2805_59_GutGetoNega	-5.800847	-6.3434896
A_GutCatV1_c2805_5_GutProdPosi	-0.34880257	1.0437641
A_GutCatV1_c2805_60_GutGetoNega	-4.1850815	-7.618232
A_GutCatV1_c2805_61_GutGetoNega	-2.6223392	-9.834837
A_GutCatV1_c2805_62_GutGetoNega	-7.013132	-5.965313
A_GutCatV1_c2805_63_GutGetoNega	-7.417137	-2.0624685
A_GutCatV1_c2805_64_GutGetoNega	-4.8493595	-7.363825
A_GutCatV1_c2805_65_GutGetoNega	-5.645669	-3.8036823
A_GutCatV1_c2805_66_GutGetoNega	-1.6230087	-8.492899
A_GutCatV1_c2805_67_GutGetoNega	-5.060938	-6.2247925
A_GutCatV1_c2805_68_GutGetoNega	-7.3803444	-2.3310127
A_GutCatV1_c2805_6_GutGetoPosi	-7.0676117	-0.94198895
